,state,Job Title,Experience,Locations,Description,Tags Associated,Dates posted,Scraped date
16,assam,Officer Vigilance- For Jorhat location,1-3 Yrs,Assam Other, Required Candidate profile,vigilancefraudrisk,PREFERRED30+ Days Agosave,Mon Apr 27
17,assam,Officer Vigilance- For Jorhat Location,1-3 Yrs,Assam Other, Required Candidate profile,vigilancefraudrisk,HOT JOB30+ Days Agosave,Mon Apr 27
18,assam,e - Relationship Manager,4-6 Yrs,"Guwahati, Thane, Hyderabad", e - Relationship Manager Job Title: e - Relationship Manager Job Description: Build and...,Interpersonal skillsSalesCustomer satisfactionRelationshipPhone bankingBankingCustomer serviceManagement,30+ Days Agosave,Mon Apr 27
19,assam,Agency Sales Manager - Direct Channel - Life Insurance,5-10 Yrs,"Chennai, Pune, Guwahati, Delhi NCR, Mumbai, Bengaluru, Patna, Hyderabad, Kolkata", After the successful completion of training you will be required to meet your sales tar...,SalesInsurance SalesChannel SalesLife Insurance Sales,HOT JOB26 Days Agosave,Mon Apr 27
0,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description B2B sales activities, lead generation & deal closing responsibility for...",dedicatedwebsiteclosingb2b salessales lead generationsoftwarereal estatebusiness development,30+ Days Agosave,Mon Apr 27
0,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description B2B sales activities, lead generation & deal closing responsibility for...",dedicatedwebsiteclosingb2b salessales lead generationsoftwarereal estatebusiness development,30+ Days Agosave,Mon Apr 27
1,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description:- B2B sales activities, lead generation & deal closing responsibility f...",dedicatedwebsiteclosingb2b salesmanagementlead generationreal estatetravel,30+ Days Agosave,Mon Apr 27
0,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description B2B sales activities, lead generation & deal closing responsibility for...",dedicatedwebsiteclosingb2b salessales lead generationsoftwarereal estatebusiness development,30+ Days Agosave,Mon Apr 27
1,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description:- B2B sales activities, lead generation & deal closing responsibility f...",dedicatedwebsiteclosingb2b salesmanagementlead generationreal estatetravel,30+ Days Agosave,Mon Apr 27
2,bihar,Business Development Managers,6-10 Yrs,"Trivandrum, Bhopal, Lucknow, Kanpur, Ahmedabad, Mysore, Indore, Bengaluru, Surat, Patna, Warangal, Gurgaon, Vijayawada, Kolkata, Chennai, Pune, Ludhiana, Nagpur, Delhi, Mumbai, Thane, Coimbatore, Hyderabad, Jaipur", JD: BD Manager is responsible for generating institutional sales and growing the busine...,TrainingBusiness Development ManagerInstitutional salesStress managementPersonality development,30+ Days Agosave,Mon Apr 27
0,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description B2B sales activities, lead generation & deal closing responsibility for...",dedicatedwebsiteclosingb2b salessales lead generationsoftwarereal estatebusiness development,30+ Days Agosave,Mon Apr 27
1,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description:- B2B sales activities, lead generation & deal closing responsibility f...",dedicatedwebsiteclosingb2b salesmanagementlead generationreal estatetravel,30+ Days Agosave,Mon Apr 27
2,bihar,Business Development Managers,6-10 Yrs,"Trivandrum, Bhopal, Lucknow, Kanpur, Ahmedabad, Mysore, Indore, Bengaluru, Surat, Patna, Warangal, Gurgaon, Vijayawada, Kolkata, Chennai, Pune, Ludhiana, Nagpur, Delhi, Mumbai, Thane, Coimbatore, Hyderabad, Jaipur", JD: BD Manager is responsible for generating institutional sales and growing the busine...,TrainingBusiness Development ManagerInstitutional salesStress managementPersonality development,30+ Days Agosave,Mon Apr 27
3,bihar,"Technical Support Voice Process, Freshers, BPO, - Sal 31k ctc, Jaipur",0-5 Yrs,"Chennai, Pune, Lucknow, Ahmedabad, Bengaluru, Kochi, Patna, Hyderabad, Kolkata", Fortue 500 co's hiring for BPO - voice process for US Shift Work location - ONLY Jaipur...,sitelsercosutherlandnetworkingmicrosofthclrokuvoice process,HOT JOB3 Days Agosave,Mon Apr 27
0,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description B2B sales activities, lead generation & deal closing responsibility for...",dedicatedwebsiteclosingb2b salessales lead generationsoftwarereal estatebusiness development,30+ Days Agosave,Mon Apr 27
1,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description:- B2B sales activities, lead generation & deal closing responsibility f...",dedicatedwebsiteclosingb2b salesmanagementlead generationreal estatetravel,30+ Days Agosave,Mon Apr 27
2,bihar,Business Development Managers,6-10 Yrs,"Trivandrum, Bhopal, Lucknow, Kanpur, Ahmedabad, Mysore, Indore, Bengaluru, Surat, Patna, Warangal, Gurgaon, Vijayawada, Kolkata, Chennai, Pune, Ludhiana, Nagpur, Delhi, Mumbai, Thane, Coimbatore, Hyderabad, Jaipur", JD: BD Manager is responsible for generating institutional sales and growing the busine...,TrainingBusiness Development ManagerInstitutional salesStress managementPersonality development,30+ Days Agosave,Mon Apr 27
3,bihar,"Technical Support Voice Process, Freshers, BPO, - Sal 31k ctc, Jaipur",0-5 Yrs,"Chennai, Pune, Lucknow, Ahmedabad, Bengaluru, Kochi, Patna, Hyderabad, Kolkata", Fortue 500 co's hiring for BPO - voice process for US Shift Work location - ONLY Jaipur...,sitelsercosutherlandnetworkingmicrosofthclrokuvoice process,HOT JOB3 Days Agosave,Mon Apr 27
4,bihar,International non Voice Process (work from Home Based job,0-5 Yrs,"Dehradun, Ludhiana, Ghaziabad, Bhopal, Indore, Patna, Agra, Gurgaon, Noida", Female & Male Both can applyNOTE : THIS JOB PERMANENT WORK FROM HOME BASED JOBLaptop or...,bponight shiftnon voice processinternational non voiceinternational chat processchat processcorporate jobbackend process,HOT JOB3 Days Agosave,Mon Apr 27
0,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description B2B sales activities, lead generation & deal closing responsibility for...",dedicatedwebsiteclosingb2b salessales lead generationsoftwarereal estatebusiness development,30+ Days Agosave,Mon Apr 27
1,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description:- B2B sales activities, lead generation & deal closing responsibility f...",dedicatedwebsiteclosingb2b salesmanagementlead generationreal estatetravel,30+ Days Agosave,Mon Apr 27
2,bihar,Business Development Managers,6-10 Yrs,"Trivandrum, Bhopal, Lucknow, Kanpur, Ahmedabad, Mysore, Indore, Bengaluru, Surat, Patna, Warangal, Gurgaon, Vijayawada, Kolkata, Chennai, Pune, Ludhiana, Nagpur, Delhi, Mumbai, Thane, Coimbatore, Hyderabad, Jaipur", JD: BD Manager is responsible for generating institutional sales and growing the busine...,TrainingBusiness Development ManagerInstitutional salesStress managementPersonality development,30+ Days Agosave,Mon Apr 27
3,bihar,"Technical Support Voice Process, Freshers, BPO, - Sal 31k ctc, Jaipur",0-5 Yrs,"Chennai, Pune, Lucknow, Ahmedabad, Bengaluru, Kochi, Patna, Hyderabad, Kolkata", Fortue 500 co's hiring for BPO - voice process for US Shift Work location - ONLY Jaipur...,sitelsercosutherlandnetworkingmicrosofthclrokuvoice process,HOT JOB3 Days Agosave,Mon Apr 27
4,bihar,International non Voice Process (work from Home Based job,0-5 Yrs,"Dehradun, Ludhiana, Ghaziabad, Bhopal, Indore, Patna, Agra, Gurgaon, Noida", Female & Male Both can applyNOTE : THIS JOB PERMANENT WORK FROM HOME BASED JOBLaptop or...,bponight shiftnon voice processinternational non voiceinternational chat processchat processcorporate jobbackend process,HOT JOB3 Days Agosave,Mon Apr 27
5,bihar,"BPO / Call Center (night Shift) -freshers, Only Jaipur Sal upto 22knet",0-5 Yrs,"Shillong, Nagpur, Ranchi, Jamshedpur, Kanpur, Imphal, Patna, Visakhapatnam, Puri", International process Voice & Semi voice process Work location - Only Jaipur Telephonic...,bpofreshers,Todaysave,Mon Apr 27
0,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description B2B sales activities, lead generation & deal closing responsibility for...",dedicatedwebsiteclosingb2b salessales lead generationsoftwarereal estatebusiness development,30+ Days Agosave,Mon Apr 27
1,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description:- B2B sales activities, lead generation & deal closing responsibility f...",dedicatedwebsiteclosingb2b salesmanagementlead generationreal estatetravel,30+ Days Agosave,Mon Apr 27
2,bihar,Business Development Managers,6-10 Yrs,"Trivandrum, Bhopal, Lucknow, Kanpur, Ahmedabad, Mysore, Indore, Bengaluru, Surat, Patna, Warangal, Gurgaon, Vijayawada, Kolkata, Chennai, Pune, Ludhiana, Nagpur, Delhi, Mumbai, Thane, Coimbatore, Hyderabad, Jaipur", JD: BD Manager is responsible for generating institutional sales and growing the busine...,TrainingBusiness Development ManagerInstitutional salesStress managementPersonality development,30+ Days Agosave,Mon Apr 27
3,bihar,"Technical Support Voice Process, Freshers, BPO, - Sal 31k ctc, Jaipur",0-5 Yrs,"Chennai, Pune, Lucknow, Ahmedabad, Bengaluru, Kochi, Patna, Hyderabad, Kolkata", Fortue 500 co's hiring for BPO - voice process for US Shift Work location - ONLY Jaipur...,sitelsercosutherlandnetworkingmicrosofthclrokuvoice process,HOT JOB3 Days Agosave,Mon Apr 27
4,bihar,International non Voice Process (work from Home Based job,0-5 Yrs,"Dehradun, Ludhiana, Ghaziabad, Bhopal, Indore, Patna, Agra, Gurgaon, Noida", Female & Male Both can applyNOTE : THIS JOB PERMANENT WORK FROM HOME BASED JOBLaptop or...,bponight shiftnon voice processinternational non voiceinternational chat processchat processcorporate jobbackend process,HOT JOB3 Days Agosave,Mon Apr 27
5,bihar,"BPO / Call Center (night Shift) -freshers, Only Jaipur Sal upto 22knet",0-5 Yrs,"Shillong, Nagpur, Ranchi, Jamshedpur, Kanpur, Imphal, Patna, Visakhapatnam, Puri", International process Voice & Semi voice process Work location - Only Jaipur Telephonic...,bpofreshers,Todaysave,Mon Apr 27
6,bihar,TEAM LEADER  -  Retail Sales,4-8 Yrs,Patna, QUALIFICATION ESSENTIAL : Graduation ADDITIONAL QUALIFICATION : EXPERIENCE : 4 - 8 Year...,TrainingDematfinancial productsExecutive 2Client acquisitionSales ExecutiveManagementRetail sales,4 Days Agosave,Mon Apr 27
0,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description B2B sales activities, lead generation & deal closing responsibility for...",dedicatedwebsiteclosingb2b salessales lead generationsoftwarereal estatebusiness development,30+ Days Agosave,Mon Apr 27
1,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description:- B2B sales activities, lead generation & deal closing responsibility f...",dedicatedwebsiteclosingb2b salesmanagementlead generationreal estatetravel,30+ Days Agosave,Mon Apr 27
2,bihar,Business Development Managers,6-10 Yrs,"Trivandrum, Bhopal, Lucknow, Kanpur, Ahmedabad, Mysore, Indore, Bengaluru, Surat, Patna, Warangal, Gurgaon, Vijayawada, Kolkata, Chennai, Pune, Ludhiana, Nagpur, Delhi, Mumbai, Thane, Coimbatore, Hyderabad, Jaipur", JD: BD Manager is responsible for generating institutional sales and growing the busine...,TrainingBusiness Development ManagerInstitutional salesStress managementPersonality development,30+ Days Agosave,Mon Apr 27
3,bihar,"Technical Support Voice Process, Freshers, BPO, - Sal 31k ctc, Jaipur",0-5 Yrs,"Chennai, Pune, Lucknow, Ahmedabad, Bengaluru, Kochi, Patna, Hyderabad, Kolkata", Fortue 500 co's hiring for BPO - voice process for US Shift Work location - ONLY Jaipur...,sitelsercosutherlandnetworkingmicrosofthclrokuvoice process,HOT JOB3 Days Agosave,Mon Apr 27
4,bihar,International non Voice Process (work from Home Based job,0-5 Yrs,"Dehradun, Ludhiana, Ghaziabad, Bhopal, Indore, Patna, Agra, Gurgaon, Noida", Female & Male Both can applyNOTE : THIS JOB PERMANENT WORK FROM HOME BASED JOBLaptop or...,bponight shiftnon voice processinternational non voiceinternational chat processchat processcorporate jobbackend process,HOT JOB3 Days Agosave,Mon Apr 27
5,bihar,"BPO / Call Center (night Shift) -freshers, Only Jaipur Sal upto 22knet",0-5 Yrs,"Shillong, Nagpur, Ranchi, Jamshedpur, Kanpur, Imphal, Patna, Visakhapatnam, Puri", International process Voice & Semi voice process Work location - Only Jaipur Telephonic...,bpofreshers,Todaysave,Mon Apr 27
6,bihar,TEAM LEADER  -  Retail Sales,4-8 Yrs,Patna, QUALIFICATION ESSENTIAL : Graduation ADDITIONAL QUALIFICATION : EXPERIENCE : 4 - 8 Year...,TrainingDematfinancial productsExecutive 2Client acquisitionSales ExecutiveManagementRetail sales,4 Days Agosave,Mon Apr 27
7,bihar,Regional Business Manager,8-13 Yrs,"Delhi, Ahmedabad, Patna, Hyderabad"," Educational Qualification :- Any Graduate, Graduate in Science or Bachelor of Pharmacy ...",Customer ServiceRegional ManagementSBUMarket ShareRegionDistribution NetworkSales ManagementBusiness Administration,PREMIUM3 Days Agosave,Mon Apr 27
0,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description B2B sales activities, lead generation & deal closing responsibility for...",dedicatedwebsiteclosingb2b salessales lead generationsoftwarereal estatebusiness development,30+ Days Agosave,Mon Apr 27
1,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description:- B2B sales activities, lead generation & deal closing responsibility f...",dedicatedwebsiteclosingb2b salesmanagementlead generationreal estatetravel,30+ Days Agosave,Mon Apr 27
2,bihar,Business Development Managers,6-10 Yrs,"Trivandrum, Bhopal, Lucknow, Kanpur, Ahmedabad, Mysore, Indore, Bengaluru, Surat, Patna, Warangal, Gurgaon, Vijayawada, Kolkata, Chennai, Pune, Ludhiana, Nagpur, Delhi, Mumbai, Thane, Coimbatore, Hyderabad, Jaipur", JD: BD Manager is responsible for generating institutional sales and growing the busine...,TrainingBusiness Development ManagerInstitutional salesStress managementPersonality development,30+ Days Agosave,Mon Apr 27
3,bihar,"Technical Support Voice Process, Freshers, BPO, - Sal 31k ctc, Jaipur",0-5 Yrs,"Chennai, Pune, Lucknow, Ahmedabad, Bengaluru, Kochi, Patna, Hyderabad, Kolkata", Fortue 500 co's hiring for BPO - voice process for US Shift Work location - ONLY Jaipur...,sitelsercosutherlandnetworkingmicrosofthclrokuvoice process,HOT JOB3 Days Agosave,Mon Apr 27
4,bihar,International non Voice Process (work from Home Based job,0-5 Yrs,"Dehradun, Ludhiana, Ghaziabad, Bhopal, Indore, Patna, Agra, Gurgaon, Noida", Female & Male Both can applyNOTE : THIS JOB PERMANENT WORK FROM HOME BASED JOBLaptop or...,bponight shiftnon voice processinternational non voiceinternational chat processchat processcorporate jobbackend process,HOT JOB3 Days Agosave,Mon Apr 27
5,bihar,"BPO / Call Center (night Shift) -freshers, Only Jaipur Sal upto 22knet",0-5 Yrs,"Shillong, Nagpur, Ranchi, Jamshedpur, Kanpur, Imphal, Patna, Visakhapatnam, Puri", International process Voice & Semi voice process Work location - Only Jaipur Telephonic...,bpofreshers,Todaysave,Mon Apr 27
6,bihar,TEAM LEADER  -  Retail Sales,4-8 Yrs,Patna, QUALIFICATION ESSENTIAL : Graduation ADDITIONAL QUALIFICATION : EXPERIENCE : 4 - 8 Year...,TrainingDematfinancial productsExecutive 2Client acquisitionSales ExecutiveManagementRetail sales,4 Days Agosave,Mon Apr 27
7,bihar,Regional Business Manager,8-13 Yrs,"Delhi, Ahmedabad, Patna, Hyderabad"," Educational Qualification :- Any Graduate, Graduate in Science or Bachelor of Pharmacy ...",Customer ServiceRegional ManagementSBUMarket ShareRegionDistribution NetworkSales ManagementBusiness Administration,PREMIUM3 Days Agosave,Mon Apr 27
8,bihar,KAM-  Speciality Hospital,5-9 Yrs,"Jodhpur, Pune, Ranchi, Udaipur, Patna, Jaipur, Kolkata", We are looking for an Key Account Manager (Sales) for a Speciality hospital with a Pan ...,sales managementKEY Account managerbdsoft skillsdiagnosticsgynaecologistkey account managementkam,HOT JOB4 Days Agosave,Mon Apr 27
0,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description B2B sales activities, lead generation & deal closing responsibility for...",dedicatedwebsiteclosingb2b salessales lead generationsoftwarereal estatebusiness development,30+ Days Agosave,Mon Apr 27
1,bihar,Sales Executives,2-7 Yrs,"Pune, Trivandrum, Patna, Warangal, ongole"," Job Description:- B2B sales activities, lead generation & deal closing responsibility f...",dedicatedwebsiteclosingb2b salesmanagementlead generationreal estatetravel,30+ Days Agosave,Mon Apr 27
2,bihar,Business Development Managers,6-10 Yrs,"Trivandrum, Bhopal, Lucknow, Kanpur, Ahmedabad, Mysore, Indore, Bengaluru, Surat, Patna, Warangal, Gurgaon, Vijayawada, Kolkata, Chennai, Pune, Ludhiana, Nagpur, Delhi, Mumbai, Thane, Coimbatore, Hyderabad, Jaipur", JD: BD Manager is responsible for generating institutional sales and growing the busine...,TrainingBusiness Development ManagerInstitutional salesStress managementPersonality development,30+ Days Agosave,Mon Apr 27
